applicant_id,age,monthly_income,credit_limit,existing_debt,employment_years,num_existing_loans,pay_1,pay_2,pay_3,pay_4,pay_5,pay_6,pay_7,pay_8,pay_9,pay_10,pay_11,pay_12
B04253,41,15849.0,89832.0,56855.0,4.4,1,0,-1,-1,-1,-1,4,1,0,-1,-1,0,4
B04254,27,78481.0,273733.0,181125.0,12.3,1,-1,-1,3,0,0,0,-1,-1,-1,0,0,-1
B04255,22,54942.0,119515.0,27244.0,6.6,3,-1,4,2,1,2,1,4,2,0,3,4,4
B04256,26,39669.0,198497.0,73543.0,6.6,1,0,4,4,3,4,1,4,2,0,3,1,4
B04257,54,45049.0,177983.0,56487.0,4.6,3,3,2,1,-1,4,3,-1,4,0,0,-1,1
B04258,22,29720.0,73655.0,27294.0,6.5,2,0,-1,0,-1,0,0,0,0,-1,0,3,0
B04259,23,45900.0,215914.0,50190.0,8.0,4,0,2,4,3,2,3,4,1,2,1,0,4
B04260,63,43397.0,251176.0,19329.0,7.4,1,-1,-1,0,0,0,-1,-1,0,0,0,0,0
B04261,65,49302.0,168689.0,52200.0,4.3,1,0,0,-1,0,-1,0,4,1,-1,3,1,4
B04262,41,44981.0,260700.0,138686.0,5.4,2,-1,-1,-1,-1,-1,0,0,2,0,0,0,-1
B04263,56,25605.0,38802.0,26452.0,3.3,0,0,-1,1,2,3,4,4,1,-1,2,2,4
B04264,22,31511.0,59728.0,53793.0,2.5,1,0,-1,-1,-1,4,3,4,2,4,2,1,2
B04265,64,28673.0,156295.0,33864.0,3.0,3,3,2,1,1,4,2,1,0,-1,2,2,2
B04266,43,37766.0,66097.0,29588.0,6.8,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,-1
B04267,56,39542.0,158200.0,110241.0,7.5,1,0,4,4,-1,0,-1,1,4,2,1,0,-1
B04268,35,27317.0,163754.0,39637.0,4.3,1,0,0,-1,4,-1,0,0,-1,-1,-1,0,3
B04269,21,55781.0,161450.0,53236.0,11.1,3,4,3,0,-1,-1,0,0,0,0,0,0,0
B04270,24,51142.0,220457.0,155168.0,12.0,1,1,0,1,4,2,3,3,0,4,-1,0,-1
B04271,42,97913.0,396560.0,244947.0,1.6,5,0,-1,-1,0,-1,0,-1,-1,-1,4,-1,-1
B04272,26,51072.0,206247.0,47688.0,13.3,1,1,-1,-1,0,-1,1,4,3,0,0,0,0
B04273,23,30270.0,111815.0,72544.0,4.3,2,0,0,0,0,0,-1,-1,-1,-1,0,4,2
B04274,53,39586.0,117658.0,95595.0,9.8,1,0,-1,-1,-1,0,0,0,-1,0,0,-1,-1
B04275,46,32311.0,150865.0,60954.0,10.8,4,0,-1,-1,0,1,0,0,-1,0,0,-1,0
B04276,61,45428.0,187917.0,61305.0,2.1,3,2,3,3,3,1,0,-1,0,2,3,-1,1
B04277,40,41863.0,127241.0,17806.0,4.2,0,-1,0,0,3,2,0,2,3,2,4,0,0
B04278,36,23556.0,128137.0,9136.0,6.2,2,0,-1,-1,-1,0,1,0,0,-1,0,-1,0
B04279,48,83284.0,397004.0,145295.0,6.1,4,0,-1,-1,0,0,-1,0,0,0,0,0,0
B04280,52,54554.0,149239.0,22978.0,4.7,1,-1,0,0,0,0,0,-1,0,0,0,-1,4
B04281,43,84224.0,300478.0,197576.0,6.6,2,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1
B04282,59,98563.0,245015.0,154359.0,3.1,2,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1
B04283,65,35211.0,134222.0,31329.0,1.1,1,0,-1,-1,0,-1,-1,-1,2,-1,2,3,2
B04284,65,47514.0,75038.0,42727.0,2.4,3,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1
B04285,26,26330.0,124770.0,7965.0,5.7,1,0,-1,-1,0,-1,2,-1,-1,-1,0,-1,1
B04286,61,138785.0,590079.0,309351.0,5.6,2,-1,4,1,-1,1,0,2,2,4,-1,-1,3
B04287,45,38158.0,74568.0,46202.0,4.5,3,0,3,-1,0,-1,0,0,0,0,0,-1,0
B04288,64,31937.0,128653.0,31896.0,14.0,5,-1,3,4,2,3,3,4,4,2,2,2,1
B04289,49,47748.0,80402.0,33056.0,5.7,2,-1,0,-1,-1,2,1,-1,1,-1,-1,0,0
B04290,58,16195.0,41678.0,16672.0,3.1,3,-1,3,-1,-1,0,0,0,3,0,0,-1,-1
B04291,45,39991.0,192613.0,60550.0,4.1,2,4,-1,-1,0,0,-1,0,-1,0,-1,0,-1
B04292,25,30481.0,63262.0,13732.0,4.0,3,-1,-1,0,0,0,0,-1,0,0,0,-1,-1
B04293,34,78252.0,414753.0,208232.0,13.3,3,1,0,0,0,-1,0,-1,0,2,-1,0,-1
B04294,42,16033.0,49798.0,23423.0,6.5,1,1,-1,0,0,-1,-1,-1,0,0,0,0,-1
B04295,35,47363.0,155313.0,31590.0,7.9,4,3,2,1,-1,4,2,0,-1,4,2,1,0
B04296,45,23750.0,47895.0,30753.0,8.6,2,-1,0,-1,-1,0,-1,-1,-1,0,0,0,0
B04297,45,20129.0,90962.0,69018.0,0.8,3,0,2,2,1,4,3,2,3,3,2,3,2
B04298,38,78179.0,311597.0,104530.0,7.2,1,2,-1,0,-1,0,0,-1,3,1,-1,0,0
B04299,24,50015.0,78245.0,30299.0,8.9,4,-1,-1,0,0,-1,0,0,-1,-1,1,-1,4
B04300,34,26106.0,96953.0,32194.0,5.4,3,4,-1,4,4,4,0,-1,-1,1,1,-1,-1
B04301,47,23881.0,143060.0,112837.0,5.1,0,0,4,0,4,-1,2,-1,0,0,-1,0,0
B04302,60,28352.0,50856.0,13252.0,11.5,1,-1,0,0,1,4,-1,-1,0,-1,-1,4,0
B04303,52,39209.0,233195.0,96292.0,13.4,1,0,-1,0,0,-1,-1,0,0,-1,-1,-1,-1
B04304,23,118596.0,376419.0,307959.0,9.4,5,0,4,1,1,0,-1,4,3,3,4,3,3
B04305,53,23644.0,64811.0,14805.0,7.6,1,-1,-1,0,1,2,3,0,0,0,-1,-1,-1
B04306,58,35533.0,83934.0,49838.0,1.8,6,-1,-1,0,0,3,1,2,-1,0,-1,4,-1
B04307,32,42567.0,96707.0,28394.0,8.6,3,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1
B04308,50,12817.0,36433.0,19499.0,7.8,1,0,0,-1,2,0,1,2,1,4,3,4,2
B04309,39,46228.0,80594.0,22774.0,5.8,3,0,0,-1,-1,-1,-1,0,-1,-1,0,0,0
B04310,52,84253.0,233836.0,141072.0,5.4,0,0,-1,0,-1,0,0,0,0,-1,-1,-1,-1
B04311,60,73213.0,185987.0,51546.0,23.9,2,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1
B04312,40,149189.0,263938.0,155832.0,4.8,2,-1,-1,-1,-1,-1,-1,0,2,-1,0,-1,0
B04313,54,74875.0,372739.0,87409.0,3.8,3,0,-1,1,-1,0,-1,0,0,0,2,3,1
B04314,48,68035.0,384187.0,183756.0,11.2,1,0,0,0,0,-1,-1,0,-1,0,-1,-1,0
B04315,51,30279.0,86123.0,40513.0,3.0,1,-1,0,-1,1,-1,-1,-1,0,0,2,-1,0
B04316,37,41995.0,117525.0,95690.0,8.3,2,0,-1,2,3,-1,3,3,1,1,1,3,3
B04317,23,57394.0,203664.0,152395.0,4.7,0,0,-1,-1,0,-1,0,-1,0,0,-1,4,0
B04318,28,74461.0,166737.0,75597.0,15.7,3,0,0,-1,0,-1,0,-1,0,0,0,-1,0
B04319,28,53215.0,116020.0,36453.0,1.4,2,0,-1,0,0,-1,-1,0,-1,-1,0,-1,-1
B04320,36,51471.0,198507.0,32962.0,5.7,1,-1,3,3,4,1,-1,0,-1,1,3,4,1
B04321,63,39644.0,127211.0,54826.0,9.5,4,-1,0,-1,0,0,0,0,0,-1,0,-1,-1
B04322,26,56901.0,166996.0,156175.0,6.5,0,4,0,0,0,1,3,3,2,3,-1,-1,0
B04323,22,60157.0,102684.0,86910.0,6.9,0,-1,0,-1,0,0,1,3,0,-1,0,-1,0
B04324,63,32075.0,102509.0,56031.0,3.0,1,0,-1,0,-1,0,0,0,0,0,0,4,-1
B04325,49,168878.0,438850.0,199666.0,1.1,2,-1,3,1,-1,4,-1,1,0,0,4,0,-1
B04326,49,24228.0,93669.0,41071.0,4.1,2,0,-1,0,-1,0,0,2,4,0,0,3,4
B04327,58,13910.0,43114.0,13534.0,3.2,2,-1,-1,-1,-1,4,-1,4,-1,-1,-1,4,-1
B04328,55,27683.0,73147.0,31339.0,20.3,1,-1,3,-1,-1,0,0,4,3,0,0,4,0
B04329,51,40022.0,130866.0,18070.0,5.8,5,-1,-1,4,1,0,-1,0,2,-1,4,2,-1
B04330,66,42573.0,85333.0,18125.0,7.7,2,0,0,0,-1,-1,0,-1,1,0,0,-1,-1
B04331,57,79137.0,145130.0,24372.0,3.4,1,2,2,-1,4,3,0,0,0,2,0,3,1
B04332,56,76446.0,216870.0,82265.0,3.5,3,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1
B04333,66,65561.0,218709.0,51194.0,5.8,1,4,3,1,3,2,4,-1,1,-1,4,3,2
B04334,66,19300.0,43976.0,9169.0,11.4,1,-1,3,3,0,2,-1,0,-1,-1,0,3,4
B04335,59,45316.0,128435.0,70906.0,2.4,1,1,3,1,-1,3,3,4,2,0,-1,1,1
B04336,31,36347.0,100736.0,37302.0,2.9,0,0,4,-1,-1,-1,3,1,-1,2,0,-1,-1
B04337,38,69512.0,139547.0,98066.0,8.8,1,-1,2,3,-1,-1,0,-1,0,-1,0,0,0
B04338,29,41217.0,113185.0,28665.0,3.0,0,-1,3,2,-1,4,3,1,2,4,3,2,4
B04339,22,52446.0,247859.0,58561.0,1.2,3,0,-1,1,3,1,0,1,1,3,4,1,1
B04340,22,51951.0,228893.0,117406.0,6.1,2,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1
B04341,44,33502.0,70224.0,44437.0,2.4,1,1,1,3,3,1,3,3,1,4,2,3,1
B04342,53,55261.0,244378.0,115066.0,2.3,1,1,1,-1,2,4,3,4,4,4,4,0,-1
B04343,61,45813.0,76206.0,37656.0,3.7,4,-1,0,-1,-1,-1,1,4,0,0,0,0,3
B04344,40,49897.0,294657.0,106852.0,3.4,4,-1,4,2,3,2,-1,0,3,1,1,-1,0
B04345,39,32454.0,51454.0,18897.0,6.1,2,0,0,0,-1,-1,0,0,0,-1,4,-1,0
B04346,24,57215.0,152783.0,44893.0,3.7,0,2,-1,0,0,0,-1,-1,0,4,-1,0,-1
B04347,22,31623.0,97632.0,89799.0,13.8,0,-1,0,0,1,4,-1,-1,0,0,0,-1,0
B04348,40,80212.0,276442.0,124496.0,4.0,1,0,-1,0,0,4,0,0,0,0,0,1,4
B04349,30,24143.0,91341.0,62416.0,6.2,5,0,4,2,2,4,3,4,0,4,1,0,3
B04350,59,87716.0,343749.0,147305.0,2.2,2,0,3,3,3,2,4,1,2,3,0,1,3
B04351,41,36327.0,96801.0,57878.0,5.1,0,-1,0,0,-1,-1,-1,0,-1,4,-1,-1,-1
B04352,29,14685.0,39265.0,35621.0,1.9,1,1,0,3,-1,0,3,0,3,2,1,-1,0
B04353,60,17809.0,57779.0,20454.0,3.3,4,-1,0,0,2,4,1,-1,0,-1,0,0,-1
B04354,53,106999.0,503613.0,59161.0,16.6,1,4,3,2,1,2,1,1,3,4,3,1,3
B04355,58,59307.0,203402.0,124336.0,5.3,1,3,4,1,0,1,0,-1,0,0,2,1,3
B04356,28,33314.0,140818.0,81267.0,10.5,2,4,-1,0,-1,1,0,-1,2,0,1,0,0
B04357,21,36147.0,165613.0,73723.0,2.5,4,3,-1,0,0,3,-1,-1,0,-1,0,-1,0
B04358,66,86564.0,207479.0,44714.0,9.3,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,0
B04359,31,124650.0,317548.0,126466.0,5.3,3,0,0,0,0,0,-1,-1,0,4,2,-1,0
B04360,33,30040.0,88938.0,36463.0,8.8,1,3,4,0,0,3,4,4,-1,4,0,-1,-1
B04361,42,62575.0,219743.0,88333.0,3.2,5,0,0,0,-1,0,0,-1,0,0,0,-1,0
B04362,32,33334.0,63945.0,11374.0,1.9,1,0,-1,0,0,-1,0,0,0,-1,-1,0,-1
B04363,62,97698.0,257478.0,47692.0,3.5,2,0,0,-1,-1,0,0,0,0,0,0,0,0
B04364,22,35998.0,94184.0,78632.0,6.5,3,-1,-1,3,0,0,0,-1,-1,-1,-1,-1,0
B04365,24,43713.0,172874.0,95041.0,0.3,0,4,4,3,3,3,4,2,4,3,1,4,4
B04366,69,35738.0,117009.0,16338.0,18.2,1,4,0,-1,-1,0,0,-1,-1,0,-1,-1,0
B04367,35,28402.0,69916.0,36173.0,3.2,1,2,1,3,1,2,4,0,-1,-1,0,0,-1
B04368,25,32921.0,92969.0,35852.0,9.6,2,0,-1,0,-1,1,2,2,-1,0,3,2,-1
B04369,61,77842.0,358918.0,208889.0,1.8,4,-1,0,0,-1,-1,0,1,0,0,2,0,0
B04370,22,55259.0,233012.0,76870.0,1.5,4,-1,3,4,0,0,0,4,3,-1,0,-1,-1
B04371,45,99262.0,479471.0,62243.0,5.8,0,0,-1,-1,0,0,-1,0,0,0,-1,0,-1
B04372,38,17824.0,31905.0,7085.0,1.0,1,0,1,3,2,2,3,0,0,1,4,-1,2
B04373,68,25305.0,56373.0,19716.0,5.8,1,2,0,0,0,0,4,3,0,1,0,-1,0
B04374,27,25390.0,59902.0,7819.0,4.5,0,0,-1,0,-1,-1,0,-1,0,0,-1,-1,0
B04375,34,25927.0,142528.0,8311.0,1.1,0,-1,-1,-1,0,0,0,-1,0,0,0,2,-1
B04376,32,22504.0,36569.0,15668.0,4.6,3,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,-1
B04377,47,42422.0,92535.0,26243.0,6.4,5,1,-1,0,1,0,3,0,-1,-1,3,1,-1
B04378,28,52989.0,224666.0,30754.0,2.1,1,-1,0,3,3,1,1,-1,1,0,0,-1,-1
B04379,46,18777.0,53779.0,19583.0,2.9,3,-1,-1,-1,0,-1,1,-1,0,0,-1,3,-1
B04380,60,48127.0,193290.0,73438.0,4.6,2,0,-1,-1,-1,-1,1,0,0,0,0,0,0
B04381,21,42011.0,75294.0,59011.0,3.9,4,1,3,4,-1,-1,3,3,1,3,2,3,1
B04382,45,72739.0,127269.0,83565.0,2.4,0,3,2,4,2,1,0,0,1,3,3,4,3
B04383,67,25971.0,85122.0,36423.0,4.8,4,3,2,4,4,4,4,3,3,0,3,1,1
B04384,57,33333.0,123350.0,34743.0,2.3,4,3,1,0,-1,-1,0,3,1,1,-1,-1,4
B04385,38,25562.0,53353.0,23339.0,5.9,2,3,3,2,0,-1,4,1,1,3,0,2,2
B04386,43,56404.0,179099.0,121064.0,3.0,3,1,1,3,4,-1,0,2,4,1,0,0,4
B04387,36,51746.0,279192.0,228556.0,3.9,2,-1,-1,0,-1,-1,-1,-1,0,0,3,2,-1
B04388,23,12151.0,24774.0,3320.0,10.3,2,3,2,-1,2,2,4,2,0,2,4,-1,1
B04389,45,175349.0,746724.0,650089.0,2.2,1,-1,-1,0,0,-1,0,-1,-1,3,1,0,1
B04390,51,21308.0,98320.0,61272.0,6.9,3,0,-1,-1,0,-1,0,0,0,-1,-1,-1,-1
B04391,60,107463.0,342889.0,74452.0,1.8,3,-1,0,-1,0,-1,0,0,-1,0,0,0,-1
B04392,30,36333.0,65373.0,21217.0,2.6,5,4,0,0,0,0,-1,-1,3,-1,0,-1,-1
B04393,45,19968.0,107054.0,24587.0,1.9,2,1,-1,4,3,4,4,1,-1,-1,3,4,0
B04394,31,39902.0,111343.0,35114.0,4.1,2,1,-1,-1,-1,-1,4,1,0,2,2,2,4
B04395,47,64432.0,371694.0,64943.0,8.4,1,0,0,0,0,0,0,-1,0,-1,0,0,0
B04396,42,29335.0,113640.0,83682.0,11.0,0,4,3,3,4,4,2,2,4,4,1,2,4
B04397,33,23484.0,75863.0,14806.0,5.6,2,3,3,2,1,3,3,2,2,1,2,2,4
B04398,63,32871.0,174021.0,53304.0,10.1,2,1,4,1,-1,0,0,0,1,0,0,-1,0
B04399,69,104978.0,517796.0,218696.0,1.7,3,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1
B04400,47,56184.0,259511.0,90344.0,1.6,1,-1,0,2,0,-1,0,-1,-1,0,0,-1,-1
B04401,22,50744.0,246391.0,90065.0,10.2,2,-1,0,-1,-1,-1,0,0,-1,-1,-1,0,0
B04402,27,27044.0,64860.0,16122.0,4.9,1,0,0,-1,-1,-1,0,-1,-1,0,0,0,0
B04403,65,70097.0,164423.0,90234.0,14.8,1,0,-1,0,-1,-1,-1,-1,4,-1,1,-1,0
B04404,22,47982.0,235305.0,89543.0,3.3,0,-1,2,3,-1,1,1,0,0,-1,0,1,0
B04405,45,49197.0,77688.0,50733.0,6.5,1,-1,0,0,0,-1,0,-1,0,-1,-1,0,0
B04406,53,62652.0,248655.0,83965.0,4.7,1,-1,3,2,1,0,3,3,2,4,1,2,1
B04407,57,35495.0,95537.0,37042.0,0.8,4,-1,4,-1,0,0,2,0,-1,0,-1,-1,0
B04408,64,44090.0,159338.0,123563.0,2.1,1,-1,0,0,-1,-1,-1,2,3,1,1,2,-1
B04409,43,46033.0,165434.0,103672.0,7.4,2,-1,4,3,4,4,-1,-1,3,4,1,-1,0
B04410,23,23472.0,79995.0,11710.0,1.4,1,2,-1,4,-1,-1,3,-1,-1,0,3,-1,-1
B04411,52,52095.0,154488.0,65271.0,5.3,1,-1,0,0,0,-1,0,1,-1,0,0,-1,0
B04412,66,32994.0,88215.0,48153.0,6.8,0,1,0,0,4,4,-1,3,4,0,0,0,0
B04413,60,40790.0,133030.0,28304.0,0.6,1,-1,0,-1,0,0,0,-1,-1,0,-1,0,-1
B04414,43,64678.0,271058.0,194821.0,9.4,3,-1,0,-1,-1,-1,-1,0,4,-1,-1,0,0
B04415,66,130145.0,343820.0,37461.0,5.2,2,0,-1,-1,0,0,-1,-1,0,0,-1,0,0
B04416,55,50335.0,247792.0,46701.0,3.5,3,0,3,1,2,4,2,4,-1,-1,-1,3,1
B04417,32,58194.0,275334.0,41002.0,5.8,2,0,-1,-1,-1,-1,0,0,0,0,-1,0,0
B04418,41,106763.0,400303.0,361646.0,0.3,1,0,0,-1,-1,2,0,-1,-1,0,2,1,-1
B04419,52,46606.0,256561.0,45718.0,3.7,2,0,0,0,-1,0,1,-1,2,-1,0,0,-1
B04420,59,22905.0,53934.0,1789.0,4.3,2,0,4,1,0,2,1,-1,4,2,-1,0,1
B04421,45,44122.0,85668.0,29648.0,1.9,3,3,0,0,0,3,0,2,0,-1,-1,0,-1
B04422,32,133443.0,228696.0,143581.0,3.5,2,3,3,2,3,2,3,1,0,-1,2,3,3
B04423,21,56451.0,89710.0,10174.0,7.1,3,1,0,0,-1,-1,-1,-1,0,0,-1,0,0
B04424,28,81435.0,291119.0,45725.0,11.7,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
B04425,54,25502.0,100609.0,13945.0,1.8,0,-1,-1,0,0,0,0,-1,-1,0,-1,1,-1
B04426,32,24056.0,78823.0,21776.0,4.9,0,4,2,3,2,3,2,4,4,2,3,1,4
B04427,26,58839.0,88892.0,6746.0,2.8,6,0,3,0,-1,0,2,0,-1,-1,2,4,0
B04428,33,31966.0,150107.0,41418.0,9.5,1,1,3,4,0,0,0,0,1,3,3,0,0
B04429,51,22575.0,42698.0,17744.0,1.7,2,4,4,2,2,2,2,1,3,1,4,4,2
B04430,31,35700.0,129317.0,22998.0,1.1,3,0,0,3,0,-1,-1,0,0,0,-1,0,-1
B04431,53,55092.0,281308.0,234611.0,0.8,1,-1,1,4,4,0,-1,0,2,4,0,3,0
B04432,60,80049.0,131787.0,60125.0,1.9,1,0,0,0,-1,0,0,1,1,4,1,0,4
B04433,53,62544.0,162037.0,12857.0,8.4,1,3,4,4,1,2,1,2,1,1,3,2,4
B04434,48,24072.0,106419.0,79046.0,3.9,3,-1,0,-1,-1,4,-1,-1,0,-1,-1,0,-1
B04435,43,29272.0,89033.0,55455.0,1.5,2,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0
B04436,24,96240.0,305321.0,160468.0,0.8,2,2,3,0,0,0,2,0,4,2,-1,-1,-1
B04437,29,127213.0,726384.0,118137.0,6.4,5,0,-1,-1,-1,0,-1,0,-1,-1,0,0,0
B04438,44,58980.0,269508.0,30687.0,5.0,0,-1,3,-1,0,-1,0,-1,0,-1,-1,3,3
B04439,22,48517.0,122770.0,20153.0,10.7,6,-1,4,1,1,1,4,3,0,-1,0,3,1
B04440,34,31215.0,182865.0,56518.0,15.9,1,0,1,-1,-1,-1,1,4,0,-1,-1,-1,-1
B04441,58,99322.0,486919.0,42001.0,4.3,0,0,0,-1,0,0,1,3,1,-1,0,0,-1
B04442,60,43711.0,66183.0,35941.0,5.5,1,3,0,0,1,1,0,-1,3,3,2,2,2
B04443,45,57334.0,137632.0,56182.0,9.4,2,0,0,-1,3,2,1,0,2,0,2,1,4
B04444,40,70191.0,415083.0,236224.0,1.8,2,0,-1,0,0,0,-1,0,0,-1,0,0,-1
B04445,57,139760.0,255811.0,106041.0,5.4,3,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,-1
B04446,37,35677.0,132180.0,12356.0,1.2,2,4,2,2,0,0,0,-1,0,-1,0,-1,0
B04447,24,46811.0,131101.0,81699.0,10.1,2,0,-1,1,2,0,3,-1,-1,-1,4,-1,-1
B04448,57,36560.0,131590.0,60990.0,15.9,2,-1,0,0,0,-1,0,0,0,-1,0,1,-1
B04449,25,71234.0,218561.0,101380.0,1.1,5,0,-1,0,3,-1,0,0,-1,-1,0,-1,0
B04450,28,65380.0,186974.0,13789.0,7.7,1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,0
B04451,38,42682.0,191380.0,21480.0,4.5,1,-1,3,1,-1,1,0,0,3,2,4,3,3
B04452,66,28560.0,53328.0,36546.0,7.8,0,3,3,2,2,3,2,3,1,1,-1,1,-1
B04453,51,28666.0,74745.0,50932.0,4.7,3,1,0,-1,3,4,3,1,2,3,0,0,0
B04454,36,69723.0,139956.0,39346.0,7.3,1,-1,2,-1,-1,1,3,3,4,1,-1,1,1
B04455,31,25095.0,109857.0,14241.0,7.8,3,0,3,1,0,0,2,2,3,2,2,0,3
B04456,34,92469.0,400802.0,158030.0,3.9,0,-1,0,-1,0,-1,0,0,-1,0,3,0,-1
B04457,42,38610.0,129095.0,56859.0,5.1,1,-1,0,-1,-1,0,0,4,-1,-1,-1,-1,0
B04458,46,59263.0,185997.0,55226.0,1.9,3,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
B04459,59,38304.0,173709.0,54183.0,1.9,1,0,0,-1,0,-1,-1,0,-1,-1,0,3,0
B04460,41,67492.0,203479.0,101160.0,5.6,2,-1,1,0,0,0,0,3,0,0,0,-1,-1
B04461,47,85899.0,180975.0,93915.0,4.2,1,-1,3,3,0,1,0,3,0,4,3,0,4
B04462,64,36261.0,176346.0,35925.0,6.8,0,-1,0,-1,0,0,0,0,-1,-1,3,4,0
B04463,49,56136.0,156179.0,100937.0,10.9,2,-1,0,-1,0,-1,0,-1,0,0,0,-1,0
B04464,69,254575.0,529119.0,260977.0,2.4,3,0,0,-1,0,-1,-1,-1,-1,-1,0,0,0
B04465,25,38641.0,221570.0,58287.0,4.2,3,1,0,0,0,-1,-1,1,0,-1,0,-1,-1
B04466,37,23681.0,134735.0,16910.0,10.7,1,-1,1,1,2,4,1,2,2,3,0,0,-1
B04467,21,47285.0,271536.0,110021.0,4.1,3,0,0,0,-1,0,4,4,3,0,2,0,0
B04468,63,18585.0,65793.0,38611.0,0.9,4,0,0,0,-1,2,2,0,-1,0,-1,-1,2
B04469,40,45701.0,81866.0,21956.0,3.5,3,0,-1,0,4,0,0,-1,0,-1,0,-1,3
B04470,37,43276.0,213473.0,78731.0,4.9,3,-1,3,3,4,3,1,0,4,3,3,-1,0
B04471,52,65639.0,261200.0,160060.0,2.7,3,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1
B04472,61,39338.0,223054.0,127708.0,7.2,2,-1,-1,0,1,-1,3,3,-1,1,1,0,0
B04473,59,76792.0,440647.0,265842.0,10.8,2,-1,0,-1,0,0,-1,0,-1,-1,-1,0,0
B04474,41,32083.0,103808.0,51819.0,5.9,3,1,4,4,1,2,1,4,-1,3,2,1,1
B04475,32,56690.0,267860.0,129393.0,7.8,6,4,1,4,2,4,3,1,0,4,2,4,4
B04476,34,45817.0,259913.0,64400.0,0.3,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,0
B04477,30,37269.0,211602.0,156612.0,3.8,2,-1,2,2,2,2,0,-1,4,-1,1,3,2
B04478,64,30590.0,67959.0,5933.0,5.1,4,0,-1,0,2,-1,3,-1,0,-1,0,0,-1
B04479,61,57306.0,150350.0,66019.0,8.4,1,-1,0,0,-1,-1,1,0,0,-1,-1,4,2
B04480,38,45939.0,130742.0,70878.0,6.0,0,-1,-1,-1,-1,1,0,-1,-1,-1,0,-1,-1
B04481,59,103884.0,557380.0,205142.0,3.1,2,-1,-1,-1,-1,3,4,0,-1,4,2,0,0
B04482,39,53174.0,87430.0,60152.0,2.5,0,0,-1,2,4,2,1,4,4,0,3,4,4
B04483,33,21152.0,118204.0,69223.0,5.1,0,0,-1,-1,-1,-1,-1,-1,3,0,-1,0,-1
B04484,37,21646.0,32934.0,21431.0,6.5,0,1,1,2,3,2,1,1,-1,0,0,2,0
B04485,22,51352.0,106904.0,40342.0,4.4,2,-1,0,-1,0,-1,-1,4,-1,0,-1,0,0
B04486,44,21116.0,97820.0,63033.0,6.6,0,3,0,0,1,2,-1,0,-1,4,3,3,-1
B04487,38,30568.0,127923.0,55184.0,14.0,1,-1,2,1,4,1,1,1,2,2,3,3,3
B04488,62,73721.0,423074.0,122856.0,6.7,1,3,4,3,3,4,1,1,3,3,3,1,1
B04489,21,44516.0,263030.0,100867.0,4.5,3,0,0,-1,-1,0,-1,1,0,-1,0,1,-1
B04490,25,39409.0,187319.0,44463.0,4.3,1,-1,-1,-1,2,0,0,-1,-1,0,0,-1,-1
B04491,34,30527.0,153699.0,71773.0,17.7,4,3,4,4,2,4,0,-1,2,3,2,-1,0
B04492,23,38562.0,166294.0,37403.0,7.7,2,-1,0,-1,2,4,2,-1,0,1,-1,-1,-1
B04493,57,31924.0,71420.0,20808.0,2.6,0,-1,0,0,-1,0,0,-1,0,-1,-1,-1,3
B04494,31,37081.0,128042.0,27330.0,3.8,0,2,3,0,0,4,4,3,2,3,4,4,1
B04495,68,100010.0,265572.0,79295.0,4.1,3,4,1,1,3,2,2,4,4,4,4,2,4
B04496,43,57465.0,176090.0,35145.0,7.3,2,-1,-1,1,1,-1,2,4,3,2,4,3,2
B04497,63,35617.0,101485.0,41753.0,12.7,3,0,0,0,3,-1,0,-1,4,-1,4,-1,1
B04498,25,29568.0,131183.0,60538.0,4.8,0,0,3,3,1,1,4,2,4,3,4,3,2
B04499,34,28216.0,142910.0,40448.0,5.7,1,-1,0,-1,-1,-1,2,4,4,0,-1,4,4
B04500,38,64379.0,341232.0,51230.0,9.6,3,-1,0,3,2,0,2,-1,-1,0,1,-1,1
B04501,62,27257.0,115754.0,19091.0,6.5,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0
B04502,35,51397.0,97144.0,23379.0,5.4,1,4,1,4,4,1,1,2,2,3,4,1,2
B04503,45,65365.0,350166.0,60836.0,14.8,3,0,0,-1,0,0,0,0,-1,0,1,-1,-1
B04504,67,60720.0,243972.0,112785.0,4.8,1,-1,0,0,-1,-1,0,0,-1,-1,0,0,-1
B04505,48,72170.0,325437.0,99777.0,2.8,3,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0
